_id,Institution Name,Institution Address,Outbreak Setting,Type of Outbreak,Causative Agent-1,Causative Agent-2,Date Outbreak Began,Date Declared Over,Year,month,Active Status,Duration
390,Mccall Centre Interim Ltch - 2nd Fl,140 Sherway Ave,Ltch,Respiratory,COVID-19,Unknown,2020-03-31,2020-04-17,2020,2020-03,Resolved,17.0
391,Unity Health Toronto -Houses Of Providence - Hop 1 West / 1,3276 St. Clair Ave E,Ltch,Respiratory,COVID-19,Unknown,2020-03-31,2020-05-06,2020,2020-03,Resolved,36.0
392,Hillcrest Reactivation Centre,47 Austin Terr,Hospital-Chronic Care,Respiratory,COVID-19,Unknown,2020-03-31,2020-05-25,2020,2020-03,Resolved,55.0
393,Baycrest Apotex Centre - Jewish Home for the Aged,3560 Bathurst St,Ltch,Respiratory,COVID-19,Unknown,2020-03-31,2020-05-27,2020,2020-03,Resolved,57.0
394,Hawthorne Place Care Centre,2045 Finch Ave W,Ltch,Respiratory,COVID-19,Unknown,2020-03-31,2020-06-16,2020,2020-03,Resolved,77.0
395,Midland Gardens Care Community - 5th Fl,130 Midland Ave,Ltch,Respiratory,Metapneumovirus,Unknown,2020-03-31,2020-04-08,2020,2020-03,Resolved,8.0
396,Westside,1145 Albion Rd,Ltch,Respiratory,COVID-19,Unknown,2020-03-30,2020-04-13,2020,2020-03,Resolved,14.0
397,Elm Grove Living Centre,35 Elm Grove Ave,Ltch,Respiratory,COVID-19,Unknown,2020-03-30,2020-05-21,2020,2020-03,Resolved,52.0
398,Kipling Acres,2233 Kipling Ave,Ltch,Respiratory,COVID-19,Unknown,2020-03-30,2020-06-04,2020,2020-03,Resolved,66.0
399,Chelenham Care Communty - 3rd Fl,5935 Bathurst St,Ltch,Respiratory,Unable to identify,Unknown,2020-03-30,2020-04-15,2020,2020-03,Resolved,16.0
400,Eatonville Care Centre,420 The East Mall,Ltch,Respiratory,COVID-19,Unknown,2020-03-29,2020-07-06,2020,2020-03,Resolved,99.0
401,- Unit 3-1,1001 Queen St W,Hospital-Acute Care,Respiratory,COVID-19,Unknown,2020-03-27,2020-05-04,2020,2020-03,Resolved,38.0
402,West Park Long Term Care Centre,82 Buttonwood Ave,Ltch,Respiratory,COVID-19,Unknown,2020-03-27,2020-05-27,2020,2020-03,Resolved,61.0
403,The Rekai Centre at Sherbourne Place,345 Sherbourne St,Ltch,Respiratory,COVID-19,Unknown,2020-03-27,2020-06-05,2020,2020-03,Resolved,70.0
404,Fountain View Care Community,1800 O'Connor Dr,Ltch,Respiratory,Unable to identify,Unknown,2020-03-27,2020-04-11,2020,2020-03,Resolved,15.0
405,Altamont Care Community,92 Island Rd,Ltch,Respiratory,Rhinovirus,Unknown,2020-03-25,2020-06-11,2020,2020-03,Resolved,78.0
406,Kensington Gardens North Building - 1 East,45 Brunswick Ave,Ltch,Respiratory,COVID-19,Unknown,2020-03-25,2020-05-15,2020,2020-03,Resolved,51.0
407,Chartwell Gibson Long Term Care Residence,1925 Steeles Ave E,Ltch,Respiratory,COVID-19,Unknown,2020-03-25,2020-05-25,2020,2020-03,Resolved,61.0
408,Village of Humber Heights Long Term Care,2245 Lawrence Ave W,Retirement Home,Respiratory,COVID-19,Unknown,2020-03-25,2020-06-11,2020,2020-03,Resolved,78.0
409,The Heritage Nursing Home - 1st Fl,1195 Queen St E,Ltch,Respiratory,Metapneumovirus,Unknown,2020-03-25,2020-04-06,2020,2020-03,Resolved,12.0
410,Mackenzie Health Rcc - 2111 Finch Ave. W. - 4 East,2111 Finch Ave W,Hospital-Acute Care,Respiratory,COVID-19,Unknown,2020-03-24,2020-05-18,2020,2020-03,Resolved,55.0
411,The Rekai Centre at Sherbourne Place,345 Sherbourne St,Ltch,Respiratory,COVID-19,Metapneumovirus,2020-03-23,2020-04-09,2020,2020-03,Resolved,17.0
412,Rockcliffe Care Community - 3rd(Covid19) Other Fls (Resp. Ob,3015 Lawrence Ave E,Ltch,Respiratory,COVID-19,Coronavirus*,2020-03-23,2020-04-09,2020,2020-03,Resolved,17.0
413,Yee Hong Centre (Scarborough Finch) - Entitre Facility,60 Scottfield Dr,Ltch,Respiratory,Coronavirus*,Unknown,2020-03-23,2020-04-07,2020,2020-03,Resolved,15.0
414,Humber River Hospital - Reactivation Care Centre - 6E,2111 Finch Ave W,Hospital-Chronic Care,Respiratory,COVID-19,Unknown,2020-03-23,2020-04-03,2020,2020-03,Resolved,11.0
415,Extendicare Guildwood,60 Guildwood Pky,Ltch,Respiratory,Rhinovirus,Unknown,2020-03-23,2020-04-02,2020,2020-03,Resolved,10.0
416,West Park Healthcare Centre - Functional Enhancement Unit,82 Buttonwood Ave - 2EC,Ltch,Respiratory,COVID-19,Unknown,2020-03-22,2020-04-15,2020,2020-03,Resolved,24.0
417,Extendicare Bayview,550 Cummer Ave,Ltch,Respiratory,COVID-19,Metapneumovirus,2020-03-21,2020-06-11,2020,2020-03,Resolved,82.0
418,Kensington Gardens - South Building - 2 East & 4 East,25 Brunswick Ave,Ltch,Respiratory,Coronavirus*,Unknown,2020-03-20,2020-03-30,2020,2020-03,Resolved,10.0
419,Elm Grove Living Centre,35 Elm Grove Ave,Ltch,Respiratory,COVID-19,Unknown,2020-03-20,2020-04-08,2020,2020-03,Resolved,19.0
420,St Clair O'Connor Nursing Home - 3rd Fl,2701 St Clair Ave E,Ltch,Respiratory,COVID-19,Unknown,2020-03-20,2020-05-15,2020,2020-03,Resolved,56.0
421,Extendicare - Craiglee - 1E & 1W,102 Craiglee Dr,Ltch,Respiratory,Metapneumovirus,Unknown,2020-03-20,2020-03-31,2020,2020-03,Resolved,11.0
422,Hazelton Place,111 Avenue Rd,Retirement Home,Respiratory,Metapneumovirus,Unknown,2020-03-20,2020-03-31,2020,2020-03,Resolved,11.0
423,Westside,1145 Albion Rd,Ltch,Respiratory,Metapneumovirus,Unknown,2020-03-20,2020-04-13,2020,2020-03,Resolved,24.0
424,Providence Healthcare - B4 North & South,3276 St Clair Ave E,Hospital-Chronic Care,Respiratory,Parainfluenza,Unknown,2020-03-20,2020-03-31,2020,2020-03,Resolved,11.0
425,Ukrainian Canadian Care Centre,60 Richview Rd,Ltch,Respiratory,Parainfluenza,Unknown,2020-03-20,2020-04-12,2020,2020-03,Resolved,23.0
426,Village Of Humber Heights Ltc,2245 Lawrence Ave W,Ltch,Respiratory,COVID-19,Unknown,2020-03-19,2020-06-24,2020,2020-03,Resolved,97.0
427,Amica At Bayview Village,15 Barberry Pl,Retirement Home,Respiratory,Coronavirus*,Unknown,2020-03-19,2020-04-08,2020,2020-03,Resolved,20.0
428,Seven Oaks,9 Neilson Rd,Ltch,Respiratory,COVID-19,Unknown,2020-03-19,2020-06-01,2020,2020-03,Resolved,74.0
429,St. Joseph's Health Centre - 6M,30 The Queensway,Hospital-Acute Care,Respiratory,Unable to identify,Unknown,2020-03-19,2020-03-25,2020,2020-03,Resolved,6.0
430,Chartwell Lansing Retirement Residence,10 Senlac Rd,Retirement Home,Respiratory,Unable to identify,Unknown,2020-03-19,2020-03-29,2020,2020-03,Resolved,10.0
431,Fudger House,439 Sherbourne St,Ltch,Respiratory,Respiratory syncytial virus,Unknown,2020-03-18,2020-04-01,2020,2020-03,Resolved,14.0
432,Suomi Koti Nursing Home,795 Eglinton Ave E,Ltch,Respiratory,Coronavirus*,Unknown,2020-03-17,2020-03-31,2020,2020-03,Resolved,14.0
433,Terrace Gardens Retirement Residence,3705 Bathurst St,Retirement Home,Respiratory,COVID-19,Unknown,2020-03-17,2020-05-23,2020,2020-03,Resolved,67.0
434,True Davidson - 2nd & 4th Fl,200 Dawes Rd,Ltch,Respiratory,Respiratory syncytial virus,Unknown,2020-03-17,2020-03-24,2020,2020-03,Resolved,7.0
435,Leaside Retirement Residence - 5th Fl,14 William Morgan Dr,Retirement Home,Respiratory,Respiratory syncytial virus,Unknown,2020-03-17,2020-03-30,2020,2020-03,Resolved,13.0
436,Leaside Retirement Residence,14 Willaim Morgan Dr,Retirement Home,Respiratory,Unable to identify,Unknown,2020-03-17,2020-03-27,2020,2020-03,Resolved,10.0
437,Extendicare Rouge Valley - Meadowvale,551 Conlins Rd,Ltch,Respiratory,Unable to identify,Unknown,2020-03-17,2020-03-30,2020,2020-03,Resolved,13.0
438,Valleyview Residence - 2 & 4 West,541 Finch Ave W,Ltch,Respiratory,Influenza B,Coronavirus*,2020-03-16,2020-04-01,2020,2020-03,Resolved,16.0
439,Maynard Nursing Home - 1st Fl,28 Halton St,Ltch,Respiratory,Parainfluenza,Unknown,2020-03-16,2020-04-01,2020,2020-03,Resolved,16.0
440,Eatonville Care Centre,420 The East Mall,Ltch,Respiratory,Respiratory syncytial virus,Unknown,2020-03-16,2020-03-31,2020,2020-03,Resolved,15.0
441,Chartwell Westbury Long Term Care Residence - 3rd & 4th Fl,495 The West Mall,Ltch,Respiratory,Rhinovirus,Unknown,2020-03-15,2020-03-29,2020,2020-03,Resolved,14.0
442,Carefree Lodge - Garden Level,306 Finch Ave E,Ltch,Respiratory,Coronavirus*,Unknown,2020-03-13,2020-03-21,2020,2020-03,Resolved,8.0
443,Baycrest Hospital - 7 East,3560 Bathurst St,Hospital-Chronic Care,Respiratory,Unable to identify,Unknown,2020-03-13,2020-03-26,2020,2020-03,Resolved,13.0
444,The Heritage Nursing Home - 1st & 2nd Fl,1195 Queen St E,Ltch,Respiratory,Metapneumovirus,Unknown,2020-03-12,2020-03-25,2020,2020-03,Resolved,13.0
445,Delmanor Prince Edward,4180 Dundas St W,Retirement Home,Enteric,Norovirus-like,Unknown,2020-03-10,2020-03-27,2020,2020-03,Resolved,17.0
446,Baycrest Apotex Centre - Jewish Home for the Aged - L6GS,3560 Bathurst St,Ltch,Respiratory,Influenza B,Unknown,2020-03-09,2020-03-16,2020,2020-03,Resolved,7.0
447,Extendicare Bayview,550 Cummer Ave,Ltch,Respiratory,Metapneumovirus,Unknown,2020-03-09,2020-03-25,2020,2020-03,Resolved,16.0
448,Copernicus Lodge - 4 South 3rd Fl,66 Roncesvalles Ave,Ltch,Respiratory,Rhinovirus,Unknown,2020-03-09,2020-03-30,2020,2020-03,Resolved,21.0
449,Westside - 3rd Fl,1145 Albion Rd,Ltch,Enteric,Unable to identify,Unknown,2020-03-09,2020-03-17,2020,2020-03,Resolved,8.0
450,Providence Healthcare - Houses of Providence - 3 West,3276 St Clair Ave E,Ltch,Respiratory,Parainfluenza,Unknown,2020-03-07,2020-03-31,2020,2020-03,Resolved,24.0
451,Norwood Long Term Care,122 Tyndall Ave,Ltch,Enteric,Rotavirus,Unknown,2020-03-05,2020-03-11,2020,2020-03,Resolved,6.0
452,Deerwood Creek Care Community - 2A,70 Humberline Dr,Ltch,Respiratory,Coronavirus*,Unknown,2020-03-03,2020-03-16,2020,2020-03,Resolved,13.0
453,St Josephs Health Centre - 7M,30 The Queensway,Hospital-Acute Care,Enteric,Norovirus-like,Unknown,2020-03-03,2020-03-09,2020,2020-03,Resolved,6.0
454,Cummer Lodge - 4 North,205 Cummer Ave,Ltch,Respiratory,Coronavirus*,Unknown,2020-03-02,2020-03-13,2020,2020-03,Resolved,11.0
455,West Park Healthcare Centre - 3EC,82 Buttonwood Ave,Hospital-Chronic Care,Respiratory,Coronavirus*,Unknown,2020-02-28,2020-03-09,2020,2020-02,Resolved,10.0
456,Michael Garron Hospital - H6,825 Coxwell Ave,Hospital-Acute Care,Enteric,Unable to identify,Unknown,2020-02-27,2020-03-03,2020,2020-02,Resolved,5.0
457,North York General Hospital - Seniors' Health Centre -4th Fl,2 Buchan Crt,Ltch,Respiratory,Respiratory syncytial virus,Unknown,2020-02-26,2020-03-09,2020,2020-02,Resolved,12.0
458,Villa Colombo - 4th & 5th Fusco,40 Playfair Ave,Ltch,Enteric,Unable to identify,Unknown,2020-02-25,2020-03-09,2020,2020-02,Resolved,13.0
459,Seven Oaks - 1st Fl,9 Neilson Rd,Ltch,Respiratory,Influenza A ((H1N1)pdm09),Unknown,2020-02-24,2020-03-07,2020,2020-02,Resolved,12.0
460,Extendicare Rouge Valley - Highland Creek,551 Conlins Rd,Ltch,Respiratory,Metapneumovirus,Unknown,2020-02-24,2020-03-05,2020,2020-02,Resolved,10.0
461,Cummer Lodge - 2 South,205 Cummer Ave,Ltch,Enteric,Norovirus-like,Unknown,2020-02-24,2020-03-09,2020,2020-02,Resolved,14.0
462,Rockcliffe Care Community - 2nd Fl,3015 Lawrence Ave E,Ltch,Respiratory,Unable to identify,Unknown,2020-02-24,2020-03-09,2020,2020-02,Resolved,14.0
463,Kennedy Lodge Nursing Home - Ground Fl,1400 Kennedy Rd,Ltch,Respiratory,Influenza A ((H1N1)pdm09),Unknown,2020-02-23,2020-03-03,2020,2020-02,Resolved,9.0
464,Better Living at Thompson House - 4th  Fl,1 Overland Dr,Ltch,Respiratory,Respiratory syncytial virus,"Metapneumovirus, Rhinovirus",2020-02-21,2020-03-16,2020,2020-02,Resolved,24.0
465,Villa Colombo - 3rd Fusco,40 Playfair Ave,Ltch,Respiratory,Influenza B,Unknown,2020-02-18,2020-03-05,2020,2020-02,Resolved,16.0
466,The Briton House - 7th Fl,720 Mount Pleasant Rd,Retirement Home,Respiratory,Respiratory syncytial virus,Unknown,2020-02-18,2020-02-25,2020,2020-02,Resolved,7.0
467,Claremont Retirement Residence,305 Balliol St,Retirement Home,Enteric,Norovirus-like,Unknown,2020-02-17,2020-03-06,2020,2020-02,Resolved,18.0
468,Kingsway Retirement Residence,4251 Dundas St W,Retirement Home,Respiratory,Influenza A (H1N1),Unknown,2020-02-15,2020-02-24,2020,2020-02,Resolved,9.0
469,Bendale Acres - 5th & 6th Fl,2920 Lawrence Ave E,Ltch,Enteric,Norovirus-like,Unknown,2020-02-14,2020-02-27,2020,2020-02,Resolved,13.0
470,Tony Stacey Centre for Veterans Care,59 Lawson Rd,Ltch,Enteric,Norovirus-like,Unknown,2020-02-12,2020-02-24,2020,2020-02,Resolved,12.0
471,Humber Valley Terrace,95 Humber College Blvd,Ltch,Respiratory,Rhinovirus,Respiratory syncytial virus,2020-02-10,2020-02-26,2020,2020-02,Resolved,16.0
472,West Park Healthcare Centre - 3WF,82 Buttonwood Ave,Hospital-Chronic Care,Respiratory,Respiratory syncytial virus,Unknown,2020-02-09,2020-02-17,2020,2020-02,Resolved,8.0
473,Scarborough Health Network - General Site - ICU,3050 Lawrence Ave E,Hospital-Acute Care,Other,(CPE) - Infection - (KPC),Unknown,2020-02-08,2020-03-06,2020,2020-02,Resolved,27.0
474,St. Joseph's Health Centre - 7M,30 The Queensway,Hospital-Acute Care,Enteric,Norovirus-like,Unknown,2020-02-07,2020-02-18,2020,2020-02,Resolved,11.0
475,Southlake Regional Health Centre - RCC - 5 East,2111 Finch Ave W,Hospital-Chronic Care,Respiratory,Influenza A (Not subtyped),Unknown,2020-02-05,2020-02-13,2020,2020-02,Resolved,8.0
476,Shepherd Lodge Nursing Home - 3rd Fl,3760 Sheppard Ave E,Ltch,Respiratory,Unable to identify,Unknown,2020-02-05,2020-02-16,2020,2020-02,Resolved,11.0
477,West Park Healthcare Centre - 2WF,82 Buttonwood Ave,Hospital-Chronic Care,Respiratory,Influenza A (H1N1),Rhinovirus,2020-02-04,2020-02-15,2020,2020-02,Resolved,11.0
478,Cummer Lodge - Main Fl Unit (Special Care) & 2nd Fl,205 Cummer Ave,Ltch,Enteric,Norovirus-like,Adenovirus,2020-02-04,2020-02-20,2020,2020-02,Resolved,16.0
479,Bridgepoint Active Healthcare - 4S,1 Bridgepoint Dr,Hospital-Chronic Care,Respiratory,Respiratory syncytial virus,Unknown,2020-02-03,2020-02-12,2020,2020-02,Resolved,9.0
480,Hawthorne Place Care Centre - 1st Fl,2045 Finch Ave W,Ltch,Respiratory,Coronavirus*,Metapneumovirus,2020-01-31,2020-02-15,2020,2020-01,Resolved,15.0
481,Fieldstone Commons Care Community,1000 Ellesmere Rd,Ltch,Respiratory,Coronavirus*,Unknown,2020-01-31,2020-02-18,2020,2020-01,Resolved,18.0
482,Scarborough Health Network - Birchmount Site - 4A,3030 Birchmount Rd,Hospital-Acute Care,Respiratory,Influenza A (Not subtyped),Unknown,2020-01-31,2020-02-06,2020,2020-01,Resolved,6.0
483,Villa Colombo - 3 Fusco,40 Playfair Ave,Ltch,Enteric,Norovirus-like,Unknown,2020-01-30,2020-02-18,2020,2020-01,Resolved,19.0
484,Elm Grove Living Centre - 2nd Fl,35 Elm Grove Ave,Ltch,Respiratory,Coronavirus*,Unknown,2020-01-28,2020-02-10,2020,2020-01,Resolved,13.0
485,Yee Hong Centre for Geriatric Care - 2nd Fl,60 Scottfield Dr,Ltch,Respiratory,Coronavirus*,Unknown,2020-01-28,2020-02-14,2020,2020-01,Resolved,17.0
486,St. Clair O'Connor Nursing Home  - 3rd Fl,2701 St. Clair Ave E,Ltch,Respiratory,Influenza A (H3),Unknown,2020-01-28,2020-02-05,2020,2020-01,Resolved,8.0
487,Sunnybrook Health Sciences Centre - K2C,2075 Bayview Ave,Ltch,Respiratory,Respiratory syncytial virus,Unknown,2020-01-28,2020-02-07,2020,2020-01,Resolved,10.0
488,Extendicare - Craiglee - 1st & 2nd Fl,102 Craiglee Dr,Ltch,Enteric,Unable to identify,Unknown,2020-01-28,2020-02-04,2020,2020-01,Resolved,7.0
489,"Chester Village - 4 West (Emerald), 2 East (Sapphire)",3555 Danforth Ave - &  2 West (Topaz),Ltch,Respiratory,Metapneumovirus,Unknown,2020-01-27,2020-02-17,2020,2020-01,Resolved,21.0
490,Fairview Nursing Home - 1st Fl,14 Cross St,Ltch,Respiratory,Respiratory syncytial virus,Unknown,2020-01-27,2020-02-05,2020,2020-01,Resolved,9.0
491,Amica Bayview Village,15 Barberry Pl,Retirement Home,Enteric,Unable to identify,Unknown,2020-01-26,2020-02-15,2020,2020-01,Resolved,20.0
492,Fountain View Care Community - 2B Lakeside & 2A Breezeway,1800 O'Connor Dr,Ltch,Respiratory,Influenza A ((H1N1)pdm09),Unknown,2020-01-24,2020-02-08,2020,2020-01,Resolved,15.0
493,Kennedy Lodge Nursing Home,1400 Kennedy Rd,Ltch,Respiratory,Influenza A ((H1N1)pdm09),"Parainfluenza, Coronavirus*",2020-01-23,2020-02-07,2020,2020-01,Resolved,15.0
494,Westside - 3rd Fl,1145 Albion Rd,Ltch,Respiratory,Influenza A ((H1N1)pdm09),Unknown,2020-01-23,2020-02-06,2020,2020-01,Resolved,14.0
495,Centre For Addiction & Mental Health - Queen Site,1001 Queen St W -  Unit 1-5 LGUD,Hospital-Psychiatric,Respiratory,Influenza A ((H1N1)pdm09),Unknown,2020-01-22,2020-01-30,2020,2020-01,Resolved,8.0
496,St. Joseph's Health Centre - 4L,30 The Queensway,Hospital-Acute Care,Respiratory,Influenza A (H1),Unknown,2020-01-21,2020-01-28,2020,2020-01,Resolved,7.0
497,Reactivation Care Centre Church Site - Humber River Hospital,200 Church St - C2N,Hospital-Chronic Care,Respiratory,Parainfluenza,Influenza A (H1),2020-01-20,2020-01-28,2020,2020-01,Resolved,8.0
498,Cedarvale Terrace,429 Walmer Rd,Ltch,Respiratory,Influenza A ((H1N1)pdm09),Unknown,2020-01-20,2020-02-04,2020,2020-01,Resolved,15.0
499,Cheltenham Care Community,5935 Bathurst St,Ltch,Respiratory,Influenza A (Not subtyped),Respiratory syncytial virus,2020-01-19,2020-02-04,2020,2020-01,Resolved,16.0
500,William Osler Health System - 10th Fl,101 Humber College Blvd,Hospital-Acute Care,Respiratory,Influenza A (Not subtyped),Unknown,2020-01-17,2020-01-27,2020,2020-01,Resolved,10.0
501,Tony Stacey Centre For Veterans Care,59 Lawson Rd,Ltch,Respiratory,Metapneumovirus,"Influenza B, Coronavirus*",2020-01-16,2020-02-03,2020,2020-01,Resolved,18.0
502,William Osler Health System -Reactivation Care Centre-5th Fl,200 Church St,Hospital-Chronic Care,Respiratory,Influenza A ((H1N1)pdm09),Unknown,2020-01-16,2020-01-23,2020,2020-01,Resolved,7.0
503,Baycrest Apotex Centre - Jewish Home for the Aged - 5EI,3560 Bathurst St,Ltch,Respiratory,Respiratory syncytial virus,Unknown,2020-01-16,2020-01-23,2020,2020-01,Resolved,7.0
504,Rose of Sharon Korean Long Term Care - 6th Fl,17 Maplewood Ave,Ltch,Respiratory,Influenza A (Not subtyped),Unknown,2020-01-15,2020-01-21,2020,2020-01,Resolved,6.0
505,Extendicare Guildwood,66 Guildwood Ave,Ltch,Respiratory,Influenza A ((H1N1)pdm09),Unknown,2020-01-14,2020-01-25,2020,2020-01,Resolved,11.0
506,Baycrest Apotex Centre - Jewish Home for the Aged - 7RF,3560 Bathurst St,Ltch,Respiratory,Influenza A (Not subtyped),Unknown,2020-01-14,2020-01-22,2020,2020-01,Resolved,8.0
507,Kensington Gardens - South Building - 3 East,25 Brunswick Ave,Ltch,Respiratory,Respiratory syncytial virus,Unknown,2020-01-14,2020-01-22,2020,2020-01,Resolved,8.0
508,Lakeside Long Term Care Centre,150 Dunn Ave,Ltch,Respiratory,Metapneumovirus,Unknown,2020-01-13,2020-01-22,2020,2020-01,Resolved,9.0
509,Norwood Long Term Care,122 Tyndall Ave,Ltch,Respiratory,Influenza A ((H1N1)pdm09),Unknown,2020-01-13,2020-01-26,2020,2020-01,Resolved,13.0
510,Baycrest Hospital - 5 West,3560 Bathurst St,Hospital-Chronic Care,Respiratory,Influenza A (Not subtyped),Unknown,2020-01-13,2020-01-18,2020,2020-01,Resolved,5.0
511,True Davidson Acres,200 Dawes Rd,Ltch,Respiratory,Respiratory syncytial virus,Unknown,2020-01-13,2020-01-27,2020,2020-01,Resolved,14.0
512,"The Wexford - 2nd, 3rd & 7th Fl",1860 Lawrence Ave E,Ltch,Respiratory,Respiratory syncytial virus,Unknown,2020-01-13,2020-01-31,2020,2020-01,Resolved,18.0
513,North York General Hospital - Seniors' Health Centre -4th Fl,2 Buchan Crt,Ltch,Respiratory,Respiratory syncytial virus,Unknown,2020-01-13,2020-02-07,2020,2020-01,Resolved,25.0
514,Dom Lipa Nursing Home - 1 West,52 Neilson Dr,Ltch,Respiratory,Unable to identify,Unknown,2020-01-13,2020-01-27,2020,2020-01,Resolved,14.0
515,Tendercare Living Centre - 3 East,1020 McNicoll Ave,Ltch,Respiratory,Metapneumovirus,Influenza A (H1),2020-01-10,2020-01-19,2020,2020-01,Resolved,9.0
516,McCall Centre Interim LTC Unit - 2nd Fl LTC Unit,140 Sherway Dr,Ltch,Respiratory,Enterovirus/Rhinovirus,Unknown,2020-01-10,2020-01-15,2020,2020-01,Resolved,5.0
517,Belmont House - 2WW,55 Belmont St,Ltch,Respiratory,Coronavirus*,Unknown,2020-01-09,2020-01-18,2020,2020-01,Resolved,9.0
518,Fieldstone Commons Care Community - 4B,1000 Ellesmere Rd,Ltch,Respiratory,Influenza A (H1),Unknown,2020-01-09,2020-01-17,2020,2020-01,Resolved,8.0
519,The Briton House Retirement Centre - 9th Fl North Tower,720 Mount Pleasant Rd,Retirement Home,Respiratory,Influenza A (Not subtyped),Unknown,2020-01-09,2020-01-14,2020,2020-01,Resolved,5.0
520,Baycrest Hospital - 7 West,3560 Bathurst St,Hospital-Chronic Care,Respiratory,Influenza A (Not subtyped),Unknown,2020-01-09,2020-01-18,2020,2020-01,Resolved,9.0
521,McCall Centre for Continuing Care - 4th Fl East,140 Sherway Dr,Hospital-Chronic Care,Enteric,Norovirus-like,Unknown,2020-01-09,2020-01-16,2020,2020-01,Resolved,7.0
522,Beach Arms Retirement Residence,505 Kingston Rd,Retirement Home,Enteric,Unable to identify,Unknown,2020-01-09,2020-01-17,2020,2020-01,Resolved,8.0
523,Altamont Care Community,92 Island Rd,Ltch,Respiratory,Metapneumovirus,Coronavirus*,2020-01-08,2020-01-21,2020,2020-01,Resolved,13.0
524,Gibson Long Term Care - 3rd Fl,1925 Steeles Ave E,Ltch,Respiratory,Influenza A (H1N1),Unknown,2020-01-08,2020-01-18,2020,2020-01,Resolved,10.0
525,Weston Gardens Retirement Residence,303 Queens Dr,Retirement Home,Respiratory,Respiratory syncytial virus,Unknown,2020-01-08,2020-01-31,2020,2020-01,Resolved,23.0
526,Delmanor Wynford - 2nd Fl,187 Wynford Dr,Retirement Home,Respiratory,Influenza A (Not subtyped),Unknown,2020-01-07,2020-01-13,2020,2020-01,Resolved,6.0
527,Retirement Suites by the Lake,2121 Kingston Rd,Retirement Home,Respiratory,Influenza A (Not subtyped),Unknown,2020-01-07,2020-01-13,2020,2020-01,Resolved,6.0
528,Chartwell Trilogy Long Term Care Residence - 6th Fl,340 McCowan Rd,Ltch,Respiratory,Influenza A (Not subtyped),Unknown,2020-01-07,2020-01-15,2020,2020-01,Resolved,8.0
529,Tony Stacey Centre For Veterans Care,59 Lawson Rd,Ltch,Respiratory,Metapneumovirus,Unknown,2020-01-07,2020-01-19,2020,2020-01,Resolved,12.0
